C—digo,Clave,Descripci—n,Caja,Master,Unidad,C—gido EAN,Precio Publico con iVA,Precio Publico sin iVA,Precio Mayoreo con IVA,Precio Mayoreo sin IVA,Precio Subdistribuidor con IVA,Precio Subdistribuidor sin IVA,Precio Distribuidor con IVA,Precio Distribuidor sin IVA,Marca,Codigo SAT,Descripcion SAT
14874,ACEF-500,"Aceitera de pipeta flexible, 500 ml",6,36,Pieza,7501206684184,115,99.14,97,83.62,86,74.14,75,64.66,Truper,40141736,Graseras (de lubricación)
11530,ACO-2,Azadón Córdoba # 2 sin mango,12,0,Pieza,7506240666547,169,145.69,149,128.45,135,116.38,115,99.14,Truper,27112002,Azadones
11605,ACO-2M,Azadón Córdoba # 2 con mango de 54',6,0,Pieza,7506240666561,305,262.93,265,228.45,235,202.59,205,176.72,Truper,27112002,Azadones
11531,ACO-3,Azadón Córdoba # 3 sin mango,12,0,Pieza,7506240666554,179,154.31,155,133.62,138,118.97,120,103.45,Truper,27112002,Azadones
11631,ACO-3M,Azadón Córdoba # 3 con mango de 54',6,0,Pieza,7506240666578,315,271.55,275,237.07,239,206.03,210,181.03,Truper,27112002,Azadones
44443,ACO-BOLA-20,Acoplador para BOLA-20,4,12,Pieza,7501206689691,305,262.93,265,228.45,225,193.97,189,162.93,Fiero,27113100,Herramientas de arrastre
44442,ACO-BOLA-35,Acoplador para BOLA-35,4,12,Pieza,7501206689684,439,378.45,385,331.9,329,283.62,275,237.07,Fiero,27113100,Herramientas de arrastre
17625,ACT-2T-16,"Aceite para motor de dos tiempos, 16 oz",6,24,Pieza,7501206685495,127,109.48,109,93.97,97,83.62,85,73.28,Expert,15121501,Aceite motor
15021,ACT-2T-16M,"Aceite mineral para motor de dos tiempos, 16 oz",6,24,Pieza,7506240654605,70,60.34,62,53.45,54,46.55,47,40.52,Truper,51171630,Aceite mineral
14991,ACT-2T-2,"Aceite para motor de dos tiempos, 2 oz",10,80,Pieza,7506240635161,26,22.41,22,18.97,20,17.24,17,14.66,Expert,15121501,Aceite motor
17624,ACT-2T-4,"Aceite para motor de dos tiempos, 4 oz",6,24,Pieza,7501206685501,42,36.21,35,30.17,32,27.59,27,23.28,Expert,15121501,Aceite motor
14928,ACT-4T-16,"Aceite para motor de cuatro tiempos, 16 oz",6,24,Pieza,7506240647089,67,57.76,58,50,52,44.83,45,38.79,Truper,15121501,Aceite motor
14929,ACT-4T-32,"Aceite para motor de cuatro tiempos, 32 oz",6,24,Pieza,7506240647096,115,99.14,97,83.62,85,73.28,75,64.66,Truper,15121501,Aceite motor
15127,ACT-HOE,Deshierbador con mango de fresno de 54',6,180,Pieza,7501206619049,295,254.31,259,223.28,225,193.97,185,159.48,Truper,27112000,"Herramientas manuales de jardinería, agricultura y forestación"
10372,AD-2,"Conector 'Y' de aluminio, entrada 3/4'",6,48,Pieza,7501206655405,63,54.31,54,46.55,48,41.38,42,36.21,Truper,21101800,Aparatos dispersores o aspersores para agricultura
46250,AD-270,"Adaptador con supresor de picos 270 joules, Volteck",6,48,Pieza,7501206657508,48,41.38,42,36.21,37,31.9,32,27.59,Volteck,26111722,Adaptador de batería o accesorios
20050,AD-2P,"Conector 'Y' plástico, entrada 3/4', Pretul",6,48,Pieza,7501206655412,29,25,25,21.55,22,18.97,19,16.38,Pretul,21101800,Aparatos dispersores o aspersores para agricultura
10375,AD-2X,"Conector 'Y' fundido en latón, entrada 3/4'",6,24,Pieza,7501206655429,165,142.24,145,125,126,108.62,110,94.83,Truper,21101800,Aparatos dispersores o aspersores para agricultura
46252,AD-32B,"Adaptador 3 a 2 blanco, Volteck, 2 piezas",6,48,Pieza,7501206657461,24,20.69,22,18.97,18.5,15.95,16,13.79,Volteck,39121522,Contactos eléctricos
46255,AD-32B-G,"Adaptador 3 a 2, blanco, a granel, Volteck",10,70,Pieza,7506240642855,12,10.34,10.5,9.05,9.5,8.19,8,6.9,Volteck,26111722,Adaptador de batería o accesorios
46254,AD-32G,"Adaptador 3 a 2 gris, Volteck, 2 piezas",6,48,Pieza,7501206657485,24,20.69,22,18.97,18.5,15.95,16,13.79,Volteck,39121522,Contactos eléctricos
46257,AD-32G-G,"Adaptador 3 a 2, gris, a granel, Volteck",10,70,Pieza,7506240642879,12,10.34,10.5,9.05,9.5,8.19,8,6.9,Volteck,26111722,Adaptador de batería o accesorios
46253,AD-32N,"Adaptador 3 a 2 naranja, Volteck, 2 piezas",6,48,Pieza,7501206657478,24,20.69,22,18.97,18.5,15.95,16,13.79,Volteck,39121522,Contactos eléctricos
46256,AD-32N-G,"Adaptador 3 a 2, naranja, a granel, Volteck",10,70,Pieza,7506240642862,12,10.34,10.5,9.05,9.5,8.19,8,6.9,Volteck,26111722,Adaptador de batería o accesorios
14645,AD-CU-P,Adaptador de cuchillas de repuesto,1,6,Pieza,7506240605621,175,150.86,149,128.45,137,118.1,125,107.76,Truper,27112000,"Herramientas manuales de jardinería, agricultura y forestación"
20593,AD-CU-P-316,Adaptador de cuchillas para P-316P,1,6,Pieza,7506240648093,159,137.07,138,118.97,125,107.76,115,99.14,Pretul,27112000,"Herramientas manuales de jardinería, agricultura y forestación"
46246,AD-PR,Adaptador barra plana a redonda,10,100,Pieza,7506240635116,14.5,12.5,13,11.21,11,9.48,9,7.76,Volteck,26111722,Adaptador de batería o accesorios
46245,AD-RP,Adaptador barra redonda a plana,10,100,Pieza,7506240635109,14,12.07,12,10.34,10.5,9.05,8.5,7.33,Volteck,26111722,Adaptador de batería o accesorios
10752,ADA-3,"Juego de adaptadores para dados, 1/4', 3/8' y 1/2', 3 piezas",6,72,Set,7506240658085,68,58.62,60,51.72,52,44.83,43,37.07,Truper,27112700,Herramientas mecánicas
19599,ADA-3L,"Juego de adaptadores largos para dados,1/4,3/8 y 1/2', 3pzas",6,72,Set,7506240658344,168,144.83,147,126.72,126,108.62,105,90.52,Truper,40172600,Acoples de tubos
13212,ADA-SOLT,Juego 2 conectores de cambio rápido para soldadora,4,148,Set,7506240672685,127,109.48,109,93.97,97,83.62,85,73.28,Truper,31162800,Ferretería en general
14654,ADAP-PLUS,"Adaptador para rotomartillos, SDS PLUS",6,48,Pieza,7506240619284,27,23.28,23,19.83,22,18.97,19,16.38,Truper,23101502,Taladros
10540,ADC-5/8,"Adaptador para discos tipo 41, rosca, 5/8-11 NC, de 7-9' std",3,36,Set,7501206653005,155,133.62,135,116.38,115,99.14,95,81.9,Truper,31191506,Discos abrasivos
10541,ADC-M14,Adaptador para discos tipo 41 rosca milimétrica M14-2.0 mm,3,36,Set,7501206653012,155,133.62,135,116.38,115,99.14,95,81.9,Truper,31191506,Discos abrasivos
10544,ADC-MINI,"Adaptador para discos de 4 y 4-1/2', tipo 42",6,36,Set,7501206653029,78,67.24,68,58.62,58,50,49,42.24,Truper,31191506,Discos abrasivos
49311,ADPO-1/2H,"Adaptador para poliducto, 1/2', hembra",12,300,Pieza,7506240603962,38,32.76,33,28.45,29,25,25,21.55,Foset,40172600,Acoples de tubos
49305,ADPO-1/2M,"Adaptador para poliducto, 1/2', macho",12,300,Pieza,7506240603931,27,23.28,23,19.83,22,18.97,18,15.52,Foset,40172600,Acoples de tubos
49313,ADPO-1H,"Adaptador para poliducto, 1', hembra",6,150,Pieza,7506240603986,82,70.69,70,60.34,62,53.45,54,46.55,Foset,40172600,Acoples de tubos
49307,ADPO-1M,"Adaptador para poliducto, 1', macho",6,150,Pieza,7506240603955,70,60.34,62,53.45,54,46.55,47,40.52,Foset,40172600,Acoples de tubos
49312,ADPO-3/4H,"Adaptador para poliducto, 3/4', hembra",6,300,Pieza,7506240603979,48,41.38,42,36.21,37,31.9,32,27.59,Foset,40172600,Acoples de tubos
49306,ADPO-3/4M,"Adaptador para poliducto, 3/4', macho",6,300,Pieza,7506240603948,42,36.21,36,31.03,32,27.59,28,24.14,Foset,40172600,Acoples de tubos
10542,ADT27-5/8,"Adaptador para discos tipo 42, rosca 5/8-11 NC, de 7-9'",3,36,Set,7501206653043,215,185.34,189,162.93,159,137.07,135,116.38,Truper,31191506,Discos abrasivos
10543,ADT27-M14,"Adaptador para discos tipo 42, rosca milimétrica M14-2.0 mm",3,36,Set,7501206653050,215,185.34,189,162.93,159,137.07,135,116.38,Truper,31191506,Discos abrasivos
49631,AEA-70,"Ancla para accesorios de baño, línea Aero",24,96,Pieza,7506240617631,16.5,14.22,14.5,12.5,13,11.21,11,9.48,Foset,31162800,Ferretería en general
49640,AEA-7000,"Juego de accesorios para baño, 6 piezas, Aero",1,12,Juego,7506240617723,1350,1163.79,1165,1004.31,1025,883.62,895,771.55,Foset,31162800,Ferretería en general
49632,AEA-71,"Portavaso cepillero, con vaso, línea Aero",4,24,Juego,7506240617648,169,145.69,149,128.45,135,116.38,115,99.14,Foset,31162800,Ferretería en general
49633,AEA-71VA,"Vaso de repuesto para portavaso, Aero",4,24,Pieza,7506240617655,22,18.97,18.5,15.95,16.5,14.22,14,12.07,Foset,31162800,Ferretería en general
49634,AEA-72,"Portarollo, Aero",4,24,Pieza,7506240617662,265,228.45,229,197.41,199,171.55,175,150.86,Foset,31162800,Ferretería en general
49635,AEA-73,Gancho sencillo para toalla línea Aero,4,24,Pieza,7506240617679,187,161.21,159,137.07,145,125,125,107.76,Foset,31162800,Ferretería en general
49636,AEA-74,"Jabonera con plato de vidrio, línea Aero",4,24,Juego,7506240617686,187,161.21,159,137.07,145,125,125,107.76,Foset,31162800,Ferretería en general
49637,AEA-74PL,"Plato de vidrio de repuesto para jabonera, línea Aero",4,24,Pieza,7506240617693,26,22.41,22,18.97,20,17.24,17,14.66,Foset,31162800,Ferretería en general
49638,AEA-76,"Toallero de barra, línea Aero",4,24,Pieza,7506240617709,335,288.79,295,254.31,259,223.28,225,193.97,Foset,31162800,Ferretería en general
49639,AEA-77,"Toallero de argolla, línea Aero",4,24,Pieza,7506240617716,235,202.59,199,171.55,178,153.45,155,133.62,Foset,31162800,Ferretería en general
49773,AEF-81,"Mezcladora para fregadero, cuello alto, 8', Aero",1,3,Pieza,7506240629139,1350,1163.79,1165,1004.31,1025,883.62,895,771.55,Foset,23191000,Mezcladores por tandas
49771,AEF-82,"Monomando para fregadero con cuello extraíble, Aero",1,3,Pieza,7506240629115,2025,1745.69,1750,1508.62,1550,1336.21,1350,1163.79,Foset,23191000,Mezcladores por tandas
49772,AEF-83,"Monomando para fregadero, Aero",1,3,Pieza,7506240629122,1550,1336.21,1350,1163.79,1185,1021.55,1035,892.24,Foset,23191000,Mezcladores por tandas
49763,AEM-41,"Mezcladora para lavabo, nariz larga, 4', Aero",1,3,Pieza,7506240629078,925,797.41,799,688.79,705,607.76,615,530.17,Foset,23191000,Mezcladores por tandas
49764,AEM-42,"Mezcladora para lavabo, cuello alto, 4', Aero",1,3,Pieza,7506240629085,1075,926.72,929,800.86,825,711.21,715,616.38,Foset,23191000,Mezcladores por tandas
49766,AEM-43,"Mezcladora para lavabo de 4', tipo bar, Aero",1,3,Pieza,7506240629108,1050,905.17,915,788.79,809,697.41,705,607.76,Foset,23191000,Mezcladores por tandas
49765,AEM-44,"Monomando para lavabo de 4', Aero",1,3,Pieza,7506240629092,1050,905.17,899,775,799,688.79,695,599.14,Foset,23191000,Mezcladores por tandas
45203,AEM-45,"Monomando corto para lavabo, Aero",1,3,Pieza,7506240644804,995,857.76,865,745.69,765,659.48,665,573.28,Foset,30181700,Grifos
49767,AEM-71,"Monomando para regadera, Aero",1,3,Pieza,7506240629146,1495,1288.79,1295,1116.38,1150,991.38,999,861.21,Foset,27112029,Regadera de jardín
49762,AEM-91,"Mezcladora para lavabo de taladros separados, Aero",1,3,Pieza,7506240629061,1885,1625,1629,1404.31,1450,1250,1255,1081.9,Foset,23191000,Mezcladores por tandas
45237,AEMM-01,"Jgo. 2 manerales para lavabo, taladros separados, Aero",4,24,Set,7506240634195,295,254.31,255,219.83,225,193.97,195,168.1,Foset,30181500,Porcelana sanitaria
45238,AEMM-02,"Juego de 2 manerales para lavabo y fregadero, Aero",4,24,Set,7506240634201,249,214.66,215,185.34,189,162.93,165,142.24,Foset,30181500,Porcelana sanitaria
45239,AEMM-03,"Maneral monomando para lavabo, Aero",4,24,Pieza,7506240634225,145,125,125,107.76,109,93.97,95,81.9,Foset,30181500,Porcelana sanitaria
45240,AEMM-04,"Maneral monomando para fregadero, manguera extraible, Aero",4,24,Pieza,7506240634232,127,109.48,109,93.97,97,83.62,85,73.28,Foset,30181500,Porcelana sanitaria
45241,AEMM-05,"Maneral monomando para fregadero, Aero",4,24,Pieza,7506240634249,145,125,125,107.76,109,93.97,95,81.9,Foset,30181500,Porcelana sanitaria
45242,AEMM-06,"Maneral monomando para regadera, Aero",4,24,Pieza,7506240634263,179,154.31,155,133.62,136,117.24,119,102.59,Foset,30181500,Porcelana sanitaria
45114,AEMM-07,"Maneral monomando para lavabo AEM-45, Aero",4,24,Pieza,7506240644828,169,145.69,149,128.45,135,116.38,115,99.14,Foset,30181500,Porcelana sanitaria
49778,AEMR-61,"Juego 2 manerales para regadera, Aero",1,6,Set,7506240629160,625,538.79,539,464.66,475,409.48,415,357.76,Foset,30181500,Porcelana sanitaria
49777,AER-51,"Salida de tina con desviador, Aero",1,12,Pieza,7506240629153,419,361.21,365,314.66,319,275,279,240.52,Foset,27112029,Regadera de jardín
11859,AERO-30,Pistola aerográfica de gravedad con vaso multiposición,2,20,Pieza,7506240674382,595,512.93,515,443.97,455,392.24,395,340.52,Truper,31211908,Pistolas de pintar
16020,AERO-35,Pistola aerográfica de gravedad con vaso fijo,2,20,Pieza,7501206655726,725,625,629,542.24,555,478.45,485,418.1,Truper,31211908,Pistolas de pintar
11861,AERO-8,Pistola aerográfica de succión ,2,20,Pieza,7506240674399,279,240.52,239,206.03,215,185.34,185,159.48,Truper,31211908,Pistolas de pintar
24140,AFI-CU,"Afilador de cuchillos, Pretul",6,24,Pieza,7506240635963,105,90.52,89,76.72,79,68.1,69,59.48,Pretul,23241609,Cuchillos y biseles
14016,AFI-CUM,"Afilador de cuchillos, mini",6,108,Pieza,7506240653516,145,125,125,107.76,109,93.97,95,81.9,Truper,23241609,Cuchillos y biseles
15147,AFI-CUX,Afilador de cuchillos,2,12,Pieza,7506240647430,225,193.97,195,168.1,169,145.69,149,128.45,Truper,23241609,Cuchillos y biseles
10210,AJ-6,Arco junior para segueta 6',6,36,Pieza,7501206648599,88,75.86,76,65.52,67,57.76,59,50.86,Truper,27111500,Herramientas de corte y engarzado y punzones
10254,AJT-21,"Arco jardinero tubular, 21'",3,24,Pieza,7501206654088,155,133.62,135,116.38,115,99.14,95,81.9,Truper,27112000,"Herramientas manuales de jardinería, agricultura y forestación"
10258,AJT-24,"Arco jardinero tubular, 24'",3,24,Pieza,7501206654095,168,144.83,147,126.72,126,108.62,105,90.52,Truper,27112000,"Herramientas manuales de jardinería, agricultura y forestación"
10260,AJT-30,"Arco jardinero tubular, 30'",3,24,Pieza,7501206671184,185,159.48,159,137.07,138,118.97,115,99.14,Truper,27112000,"Herramientas manuales de jardinería, agricultura y forestación"
10600,AL-0,"Azadón Lane, No.0, sin mango, 1.6 lb",6,240,Pieza,7501206613283,115,99.14,97,83.62,86,74.14,75,64.66,Truper,27112002,Azadones
10612,AL-0M,"Azadón Lane No.0, mango 54', 1.6 lb",4,120,Pieza,7501206613290,279,240.52,239,206.03,215,185.34,185,159.48,Truper,27112002,Azadones
10603,AL-1,"Azadón Lane, No.1, sin mango, 1.8 lb",6,288,Pieza,7501206612071,118,101.72,105,90.52,90,77.59,79,68.1,Truper,27112002,Azadones
10615,AL-1M,"Azadón Lane, No.1, mango 54', 1.8 lb",4,160,Pieza,7501206612019,285,245.69,245,211.21,219,188.79,189,162.93,Truper,27112002,Azadones
10606,AL-2,"Azadón Lane, No.2, sin mango, 2 lb",6,750,Pieza,7501206612088,125,107.76,106,91.38,94,81.03,82,70.69,Truper,27112002,Azadones
10618,AL-2M,"Azadón Lane, No.2, mango 54', 2 lb",4,160,Pieza,7501206612026,288,248.28,249,214.66,219,188.79,192,165.52,Truper,27112002,Azadones
10609,AL-3,"Azadón Lane, No.3, sin mango, 2.1 lb",6,360,Pieza,7501206612095,127,109.48,109,93.97,97,83.62,85,73.28,Truper,27112002,Azadones
10621,AL-3M,"Azadón Lane, No.3, mango 54', 2.1 lb",4,160,Pieza,7501206612033,295,254.31,255,219.83,225,193.97,195,168.1,Truper,27112002,Azadones
46319,AL-9V,"Pila alcalina 9v, blister, Volteck",6,48,Set,7501206657669,57,49.14,50,43.1,43,37.07,36,31.03,Volteck,26111700,"Baterías, pilas y accesorios"
46315,AL-AA,"Pila alcalina tamaño AA, blister con 4 pzas, Volteck",10,80,Set,7501206657621,52,44.83,45,38.79,38,32.76,32,27.59,Volteck,26111700,"Baterías, pilas y accesorios"
46012,AL-AA-D,"Pila alcalina AA, despachador con 16 piezas",64,256,Pieza,7506240646419,13,11.21,11.5,9.91,10,8.62,8,6.9,Volteck,26111700,"Baterías, pilas y accesorios"
46316,AL-AAA,"Pila alcalina tamaño AAA, blister con 4 pzas, Volteck",10,80,Set,7501206657638,52,44.83,45,38.79,38,32.76,32,27.59,Volteck,26111700,"Baterías, pilas y accesorios"
46013,AL-AAA-D,"Pila alcalina AAA, despachador con 16 piezas",64,256,Pieza,7506240646426,13,11.21,11.5,9.91,10,8.62,8,6.9,Volteck,26111700,"Baterías, pilas y accesorios"
46317,AL-C,"Pila alcalina tamaño C, blister con 2 pzas, Volteck",6,48,Set,7501206657645,57,49.14,50,43.1,43,37.07,36,31.03,Volteck,26111700,"Baterías, pilas y accesorios"
46318,AL-D,"Pila alcalina tamaño D, blister con 2 pzas, Volteck",6,48,Set,7501206657652,64,55.17,56,48.28,48,41.38,40,34.48,Volteck,26111700,"Baterías, pilas y accesorios"
44991,ALCA-100,"Alcayata roscada, 22 X 100 mm, bolsa con 144 piezas",1,12,Caja,7506240626015,415,357.76,365,314.66,305,262.93,245,211.21,Fiero,31162800,Ferretería en general
44992,ALCA-110,"Alcayata roscada, 23 X 110 mm, bolsa con 72 piezas",1,12,Caja,7506240626022,399,343.97,355,306.03,295,254.31,235,202.59,Fiero,31162800,Ferretería en general
44985,ALCA-20,"Alcayata roscada, 16 X 20 mm, bolsa con 144 piezas",1,12,Caja,7506240625964,66,56.9,58,50,49,42.24,39,33.62,Fiero,31162800,Ferretería en general
44986,ALCA-50,"Alcayata roscada, 18 X 50 mm, bolsa con 144 piezas",1,12,Caja,7506240625971,125,107.76,108,93.1,90,77.59,72,62.07,Fiero,31162800,Ferretería en general
44987,ALCA-60,"Alcayata roscada, 19 X 60 mm, bolsa con 144 piezas",1,12,Caja,7506240625988,139,119.83,125,107.76,105,90.52,82,70.69,Fiero,31162800,Ferretería en general
44988,ALCA-70,"Alcayata roscada, 20 X 70 mm, bolsa con 144 piezas",1,12,Caja,7506240626039,187,161.21,165,142.24,137,118.1,110,94.83,Fiero,31162800,Ferretería en general
44989,ALCA-80,"Alcayata roscada, 21 X 80 mm, bolsa con 144 piezas",1,12,Caja,7506240625995,236,203.45,209,180.17,175,150.86,139,119.83,Fiero,31162800,Ferretería en general
44990,ALCA-90,"Alcayata roscada, 22 X 90 mm, bolsa con 144 piezas",1,12,Caja,7506240626008,349,300.86,309,266.38,255,219.83,205,176.72,Fiero,31162800,Ferretería en general
15530,ALE-7M,Juego de 7 llaves Allen milimétricas con organizador,6,36,Set,7501206648605,50,43.1,43,37.07,38,32.76,33,28.45,Truper,27111700,Llaves inglesas y guías
15533,ALE-7P,Juego de 7 llaves Allen standard con organizador,6,36,Set,7501206648612,50,43.1,43,37.07,38,32.76,33,28.45,Truper,27111700,Llaves inglesas y guías
44465,ALG-125,"Alambre galvanizado, calibre 12.5",1,480,kg,7506240601883,59,50.86,51,43.97,47,40.52,43,37.07,Fiero,26121540,Cable galvanizado
44466,ALG-145,"Alambre galvanizado, calibre 14.5",1,480,kg,7506240601890,62,53.45,52,44.83,48,41.38,44,37.93,Fiero,26121540,Cable galvanizado
45121,ALG-145B,"Alambre galvanizado, rollo 30 g, en bolsa, calibre 14",20,0,Pieza,7506240648895,3.5,3.02,3,2.59,2.75,2.37,2.5,2.16,Fiero,26121540,Cable galvanizado
44467,ALG-160,"Alambre galvanizado, calibre 16",1,480,kg,7506240601906,63,54.31,54,46.55,49,42.24,45,38.79,Fiero,26121540,Cable galvanizado
45117,ALG-160B,"Alambre galvanizado, rollo 30 g, en bolsa, calibre 16",20,0,Pieza,7506240648888,3.5,3.02,3,2.59,2.75,2.37,2.5,2.16,Fiero,26121540,Cable galvanizado
44468,ALG-180,"Alambre galvanizado, calibre 18",1,480,kg,7506240601913,64,55.17,55,47.41,50,43.1,46,39.66,Fiero,26121540,Cable galvanizado
45116,ALG-180B,"Alambre galvanizado, rollo 30 g, en bolsa, calibre 18",20,0,Pieza,7506240648871,3.5,3.02,3,2.59,2.75,2.37,2.5,2.16,Fiero,26121540,Cable galvanizado
44469,ALG-200,"Alambre galvanizado, calibre 20",1,480,kg,7506240601920,65,56.03,56,48.28,52,44.83,47,40.52,Fiero,26121540,Cable galvanizado
45115,ALG-200B,"Alambre galvanizado, rollo 30 g, en bolsa, calibre 20",20,0,Pieza,7506240648864,3.5,3.02,3,2.59,2.75,2.37,2.5,2.16,Fiero,26121540,Cable galvanizado
44470,ALG-220,"Alambre galvanizado, calibre 22",1,480,kg,7506240601937,74,63.79,63,54.31,58,50,53,45.69,Fiero,26121540,Cable galvanizado
45112,ALG-220B,"Alambre galvanizado, rollo 30 g, en bolsa, calibre 22",20,20,Pieza,7506240648857,3.5,3.02,3,2.59,2.75,2.37,2.5,2.16,Fiero,26121540,Cable galvanizado
15536,ALL-10M,Juego de 10 llaves Allen milimétricas con organizador,6,36,Set,7501206640555,105,90.52,88,75.86,78,67.24,68,58.62,Truper,27111700,Llaves inglesas y guías
21855,ALL-10M-P,"Juego de 10 llaves Allen milimétricas c/organizador, Pretul",6,36,Set,7501206635551,69,59.48,59,50.86,52,44.83,46,39.66,Pretul,27111700,Llaves inglesas y guías
15539,ALL-10P,Juego de 10 llaves Allen standard con organizador,6,36,Set,7501206640562,105,90.52,88,75.86,78,67.24,68,58.62,Truper,27111700,Llaves inglesas y guías
21854,ALL-10P-P,"Juego de 10 llaves Allen standard con organizador, Pretul",6,36,Set,7501206635537,69,59.48,59,50.86,52,44.83,46,39.66,Pretul,27111700,Llaves inglesas y guías
15542,ALL-13M,Juego de 13 llaves Allen milimétricas con organizador,6,36,Set,7501206648643,115,99.14,97,83.62,86,74.14,75,64.66,Truper,27111700,Llaves inglesas y guías
21857,ALL-13M-P,"Juego de 13 llaves Allen milimétricas c/organizador, Pretul",6,36,Set,7501206635575,79,68.1,68,58.62,60,51.72,53,45.69,Pretul,27111700,Llaves inglesas y guías
15545,ALL-13P,Juego de 13 llaves Allen standard con organizador,6,36,Set,7501206648650,115,99.14,97,83.62,86,74.14,75,64.66,Truper,27111700,Llaves inglesas y guías
21856,ALL-13P-P,"Juego de 13 llaves Allen standard con organizador, Pretul",6,36,Set,7501206635568,79,68.1,68,58.62,60,51.72,53,45.69,Pretul,27111700,Llaves inglesas y guías
15572,ALL-25,Juego de 25 llaves Allen standard y milimétricas c/estuche,6,24,Set,7501206640586,335,288.79,295,254.31,259,223.28,225,193.97,Truper,27111700,Llaves inglesas y guías
15562,ALL-30,Juego de 30 llaves Allen standard y milimétricas c/estuche,3,12,Set,7501206626108,485,418.1,425,366.38,375,323.28,325,280.17,Truper,27111700,Llaves inglesas y guías
15557,ALL-7M,"Juego de 7 llaves Allen, tipo navaja, milimétricas",6,72,Set,7501206641552,72,62.07,62,53.45,55,47.41,48,41.38,Truper,27111700,Llaves inglesas y guías
15560,ALL-7P,"Juego 7 llaves Allen standard tipo navaja,cuerpo de lámina",6,72,Set,7501206641569,72,62.07,62,53.45,55,47.41,48,41.38,Truper,27111700,Llaves inglesas y guías
15555,ALL-8M,"Juego de 8 llaves Allen, tipo navaja, milimétricas",6,36,Set,7501206622117,105,90.52,89,76.72,79,68.1,69,59.48,Truper,27111700,Llaves inglesas y guías
15556,ALL-8P,"Juego 8 llaves Allen standard tipo navaja, cuerpo de lámina",6,36,Set,7501206622124,105,90.52,89,76.72,79,68.1,69,59.48,Truper,27111700,Llaves inglesas y guías
15563,ALL-9M,"Juego de 9 llaves Allen, tipo navaja, cuerpo de lámina, mm",6,36,Set,7501206648629,93,80.17,80,68.97,72,62.07,62,53.45,Truper,27111700,Llaves inglesas y guías
15566,ALL-9P,"Juego de 9 llaves Allen, tipo navaja, cuerpo de lámina, std",6,36,Set,7501206648636,93,80.17,80,68.97,72,62.07,62,53.45,Truper,27111700,Llaves inglesas y guías
21851,ALL-P8M,"Juego de 8 llaves Allen tipo llavero, milimétricas, Pretul",12,144,Set,7501206643501,30,25.86,26,22.41,23,19.83,20,17.24,Pretul,27111700,Llaves inglesas y guías
21850,ALL-P8P,"Juego de 8 llaves Allen tipo llavero, standard, Pretul",12,144,Set,7501206643495,30,25.86,26,22.41,23,19.83,20,17.24,Pretul,27111700,Llaves inglesas y guías
13644,ALLX-10M,"Juego de 10 llaves allen, punta bola, largas, milimétricas",6,36,Set,7506240646297,145,125,125,107.76,109,93.97,95,81.9,Truper,27111700,Llaves inglesas y guías
13643,ALLX-10P,"Juego de 10 llaves allen, punta bola, largas, standard",6,36,Set,7506240646280,145,125,125,107.76,109,93.97,95,81.9,Truper,27111700,Llaves inglesas y guías
